twinPointId,Site,Building,Level,Space,Equipment,deviceType,Point,pointType,pointSpecification,hasQuantity,unit,minPresValue,maxPresValue,pointAddress,description
c7989833-616a-4da6-b812-f50d76961996,site_tokyo_001,building_A,level_3F,room_301,sensor_025,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_025_status,sensor_status,Status,,,,,600,役員室301 環境センサー1 状態
8f3d818f-5204-4871-9355-ccdc007bd67f,site_tokyo_001,building_A,level_3F,room_301,sensor_026,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_026_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,511,役員室301 温度センサー2 温度
9461b591-2228-4b8b-b465-5e4f6720ba2a,site_tokyo_001,building_A,level_3F,room_301,sensor_026,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_026_status,sensor_status,Status,,,,,610,役員室301 温度センサー2 状態
cc56149c-efbd-4a13-b0c5-2e7bcb666f5b,site_tokyo_001,building_A,level_3F,room_302,pac_014,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_014_power,switch,Command,Active_Power,,,,42101,秘書室302 エアコン1 電源
1a2cb83e-70b2-4ee8-a351-514ea638b3d8,site_tokyo_001,building_A,level_3F,room_302,pac_014,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_014_mode,operation_mode,Command,,,,,42102,秘書室302 エアコン1 運転モード
e944bbc9-bc62-43c5-afae-ab82ba8b15d8,site_tokyo_001,building_A,level_3F,room_302,pac_014,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_014_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,42103,秘書室302 エアコン1 設定温度
ffec7926-77a0-4d0b-ac3d-586ce36e0d77,site_tokyo_001,building_A,level_3F,room_302,pac_014,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_014_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,32101,秘書室302 エアコン1 吸込温度
68427269-15fc-4011-839b-0bf854e6a73e,site_tokyo_001,building_A,level_3F,room_302,pac_014,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_014_status,operation_status,Status,,,,,12101,秘書室302 エアコン1 運転状態
8da80e50-e74b-49fa-bb67-e2685bed9f17,site_tokyo_001,building_A,level_3F,room_302,lighting_023,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_023_switch,light_switch,Command,,,,,DO121,秘書室302 照明1 スイッチ
6eeb34d3-045d-470e-a080-0063413e34a8,site_tokyo_001,building_A,level_3F,room_302,lighting_023,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_023_dimmer,dimmer_level,Setpoint,,percent,0,100,AO121,秘書室302 照明1 調光レベル
a86467a0-8a66-4240-81ae-14b150bfbb3e,site_tokyo_001,building_A,level_3F,room_302,lighting_023,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_023_status,light_status,Status,,,,,DI121,秘書室302 照明1 点灯状態
18323ea4-f8ca-416a-8039-6a85f5e3c92f,site_tokyo_001,building_A,level_3F,room_302,sensor_027,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_027_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,521,秘書室302 環境センサー1 温度
595fa2e1-2e2f-4316-8a15-2eeffe43815f,site_tokyo_001,building_A,level_3F,room_302,sensor_027,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_027_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,522,秘書室302 環境センサー1 湿度
79ae649e-1013-4c7a-acc5-09b0699bf7f2,site_tokyo_001,building_A,level_3F,room_302,sensor_027,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_027_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,523,秘書室302 環境センサー1 CO2濃度
618fa3d3-49bf-4222-8c81-84ae0e896057,site_tokyo_001,building_A,level_3F,room_302,sensor_027,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_027_status,sensor_status,Status,,,,,620,秘書室302 環境センサー1 状態
45d76ddb-961d-4953-bd7d-e2aed715fc1e,site_tokyo_001,building_A,level_3F,room_303,pac_015,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_015_power,switch,Command,Active_Power,,,,42201,会議室303 エアコン1 電源
226e234a-9646-4ef8-b24f-8b61337e3f02,site_tokyo_001,building_A,level_3F,room_303,pac_015,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_015_mode,operation_mode,Command,,,,,42202,会議室303 エアコン1 運転モード
e32f7ae3-4dad-40a8-9bd9-c7dae5dbe800,site_tokyo_001,building_A,level_3F,room_303,pac_015,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_015_setpoint_temp,temperature_setpoint,Setpoint,Temperature,celsius,18,30,42203,会議室303 エアコン1 設定温度
4ee3b6cb-1a9a-4eb9-8f50-6e13609167e2,site_tokyo_001,building_A,level_3F,room_303,pac_015,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_015_return_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,32201,会議室303 エアコン1 吸込温度
3f516cf0-aeed-4957-987e-54daf2b8a856,site_tokyo_001,building_A,level_3F,room_303,pac_015,dtmi:sbco:equipment:PackageAirConditioner:PAC_28GV:1,pac_015_status,operation_status,Status,,,,,12201,会議室303 エアコン1 運転状態
b4cfb0af-7202-4e21-ba70-29a75f9549f1,site_tokyo_001,building_A,level_3F,room_303,lighting_024,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_024_switch,light_switch,Command,,,,,DO131,会議室303 照明1 スイッチ
97968437-0926-4064-99d1-b7e574aca67d,site_tokyo_001,building_A,level_3F,room_303,lighting_024,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_024_dimmer,dimmer_level,Setpoint,,percent,0,100,AO131,会議室303 照明1 調光レベル
bb6c92ba-0539-46ae-8960-7b6687c2d7c8,site_tokyo_001,building_A,level_3F,room_303,lighting_024,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_024_status,light_status,Status,,,,,DI131,会議室303 照明1 点灯状態
7b300a55-b775-42f8-a30e-3bf9cc42ce7a,site_tokyo_001,building_A,level_3F,room_303,lighting_025,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_025_switch,light_switch,Command,,,,,DO132,会議室303 照明2 スイッチ
adf4f01a-7ead-4cf1-abb6-2f4c6bb3b0d3,site_tokyo_001,building_A,level_3F,room_303,lighting_025,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_025_dimmer,dimmer_level,Setpoint,,percent,0,100,AO132,会議室303 照明2 調光レベル
cd7b9bdc-f7da-48b8-ac8d-b479d89a17f2,site_tokyo_001,building_A,level_3F,room_303,lighting_025,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_025_status,light_status,Status,,,,,DI132,会議室303 照明2 点灯状態
af3b84b1-a7d4-41e8-aa98-de0f08ed5c0f,site_tokyo_001,building_A,level_3F,room_303,sensor_028,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_028_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,531,会議室303 環境センサー1 温度
9ce8ec7e-0522-47c1-8009-e25758f88115,site_tokyo_001,building_A,level_3F,room_303,sensor_028,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_028_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,532,会議室303 環境センサー1 湿度
a0c27ac3-739b-4b06-9d8c-05842e6d9c95,site_tokyo_001,building_A,level_3F,room_303,sensor_028,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_028_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,533,会議室303 環境センサー1 CO2濃度
b52a6a55-749e-45f0-b5ba-8cc6584016fb,site_tokyo_001,building_A,level_3F,room_303,sensor_028,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_028_status,sensor_status,Status,,,,,630,会議室303 環境センサー1 状態
62972a38-828e-4bb9-9969-8dc210f31b10,site_tokyo_001,building_A,level_3F,room_303,sensor_029,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_029_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,541,会議室303 温度センサー2 温度
4222df44-fe22-48e5-ba55-701aa60e3bf5,site_tokyo_001,building_A,level_3F,room_303,sensor_029,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_029_status,sensor_status,Status,,,,,640,会議室303 温度センサー2 状態
20af30f8-4808-43de-b1a9-30c693011b63,site_tokyo_001,building_A,level_3F,room_304,lighting_026,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_026_switch,light_switch,Command,,,,,DO141,ラウンジ304 照明1 スイッチ
028a3d93-823a-4b42-8ab8-6cf9aab066ac,site_tokyo_001,building_A,level_3F,room_304,lighting_026,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_026_dimmer,dimmer_level,Setpoint,,percent,0,100,AO141,ラウンジ304 照明1 調光レベル
0d3940b5-b2b4-4285-8bb6-461dc6461ba6,site_tokyo_001,building_A,level_3F,room_304,lighting_026,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_026_status,light_status,Status,,,,,DI141,ラウンジ304 照明1 点灯状態
062a605c-3c5b-4ec1-b3c7-c08d5086c9c3,site_tokyo_001,building_A,level_3F,room_304,lighting_027,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_027_switch,light_switch,Command,,,,,DO142,ラウンジ304 照明2 スイッチ
49b3f72b-2815-4af4-9c52-63e9b604ae63,site_tokyo_001,building_A,level_3F,room_304,lighting_027,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_027_dimmer,dimmer_level,Setpoint,,percent,0,100,AO142,ラウンジ304 照明2 調光レベル
aa3b4db7-3840-423e-ad83-e78410e9c03c,site_tokyo_001,building_A,level_3F,room_304,lighting_027,dtmi:sbco:equipment:LightingFixture:LED_PNL_40W:1,lighting_027_status,light_status,Status,,,,,DI142,ラウンジ304 照明2 点灯状態
fb949d96-4879-423a-b0e7-e5369f684810,site_tokyo_001,building_A,level_3F,room_304,sensor_030,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_030_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,551,ラウンジ304 環境センサー1 温度
3c97b796-60e6-4ab9-a81e-b44efe0547b0,site_tokyo_001,building_A,level_3F,room_304,sensor_030,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_030_humidity,humidity_sensor,Measurement,Relative_Humidity,percent,0,100,552,ラウンジ304 環境センサー1 湿度
3c3c0f3f-2ec8-448c-9409-14e04922a04d,site_tokyo_001,building_A,level_3F,room_304,sensor_030,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_030_co2,co2_sensor,Measurement,CO2_Concentration,ppm,0,5000,553,ラウンジ304 環境センサー1 CO2濃度
498f1233-42d7-44ec-b0ea-5074b9d6f3df,site_tokyo_001,building_A,level_3F,room_304,sensor_030,dtmi:sbco:equipment:EnvironmentalSensor:ENV_MULTI_01:1,sensor_030_status,sensor_status,Status,,,,,650,ラウンジ304 環境センサー1 状態
9de8082a-66e0-4d43-80ee-03b3d36b1df5,site_tokyo_001,building_A,level_3F,room_304,sensor_031,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_031_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,561,ラウンジ304 温度センサー2 温度
6dcd3f7e-4744-4700-9460-d8c0ffae4cb0,site_tokyo_001,building_A,level_3F,room_304,sensor_031,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_031_status,sensor_status,Status,,,,,660,ラウンジ304 温度センサー2 状態
685b2b42-db8f-4840-8ce9-3ba3f454782a,site_tokyo_001,building_A,level_3F,room_304,sensor_032,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_032_temp,temperature_sensor,Measurement,Dry_Bulb_Temperature,celsius,-10,50,571,ラウンジ304 温度センサー3 温度
7336c786-c98d-4b57-8f0e-bdc9f1925595,site_tokyo_001,building_A,level_3F,room_304,sensor_032,dtmi:sbco:equipment:EnvironmentalSensor:TEMP_ONLY_01:1,sensor_032_status,sensor_status,Status,,,,,670,ラウンジ304 温度センサー3 状態
